 "code" , "broader" , "label_en" , "label_ar" , "label_zh" , "label_es" , "label_fr" , "label_ru" , "alternative_label" , "definition" , "note" , "concept" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "043.9" , "043." , "Other agglomerates n.e.c." ,   ,   ,   ,   ,   ,   , "Agglomerates other than wood pellets and wood briquettes, for example logs." ,   , "https://stats.fao.org/classifications/FPCD/v2022/043.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "043.91" , "043.9" , "Other agglomerates n.e.c., for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/043.91" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "043.99" , "043.9" , "Other agglomerates n.e.c., for other uses" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/043.99" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "05" ,   , "SAWNWOOD" ,   ,   ,   ,   ,   ,   , "Wood that has been produced from both domestic and imported roundwood, either by sawing lengthways or by a profile-chipping process and that exceeds 6 mm in thickness. Both sawn and hewn sleepers are included.
It includes planks, beams, joists, boards, rafters, scantlings, laths, boxboards and "lumber", etc., in the following forms: unplaned, planed, etc. 
It excludes wooden flooring, mouldings (sawnwood continuously shaped along any of its edges or faces, like tongued, grooved, rebated, V-jointed, beaded, moulded, rounded or the like) and sawnwood produced by resawing previously sawn pieces." ,   , "https://stats.fao.org/classifications/FPCD/v2022/05" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051." , "05" , "Coniferous, sawnwood and sleepers" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.1" , "051." , "Coniferous, sleepers" ,   ,   ,   ,   ,   ,   , "Railway or tramway sleepers are pieces of unplaned wood, of more or less rectangular section of the kind commonly used to support railway or tramway track. There are also included switch ties, which are longer than sleepers, and bridge ties, which are wider and thicker and usually longer than sleepers.
It includes sawn sleepers, hewn sleepers, untreated and treated sleepers" ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.11" , "051.1" , "Coniferous, sleepers, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Sleepers may be surface treated with insecticides, fungicides or impregnated with creosote or other substances for long-term preservation." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.19" , "051.1" , "Coniferous, sleepers, n.e.c." ,   ,   ,   ,   ,   ,   , "Sleepers which are not treated with insecticides or fungicides nor impregnated." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.2" , "051." , "Coniferous, sawnwood rough" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed. It may be green (undried) or dried.
It excludes sawn and hewn railway sleepers, wood shingles and sawn veneer sheets." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.21" , "051.2" , "Coniferous, sawnwood rough, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed and which was treated with insecticides or fungicides for the purpose of protection. For long-term preservation they can be impregnated with creosote or other substances." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.29" , "051.2" , "Coniferous, sawnwood rough, n.e.c." ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed and which was not treated for the purpose of protection." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.3" , "051." , "Coniferous, sawnwood planed" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.31" , "051.3" , "Coniferous, sawnwood planed, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed, which was not kiln- or air-dried but was treated with insecticides or fungicides for the purpose of protection. For long-term preservation they can be impregnated with creosote or other substances." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.31" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.39" , "051.3" , "Coniferous, sawnwood planed, n.e.c." ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed, which was kiln- or air-dried but not treated for the purpose of protection." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.39" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "051.9" , "051." , "Coniferous, other" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/051.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052." , "05" , "Tropical non-coniferous, sawnwood and sleepers" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.1" , "052." , "Tropical non-coniferous, sleepers" ,   ,   ,   ,   ,   ,   , "Railway or tramway sleepers are pieces of unplaned wood, of more or less rectangular section of the kind commonly used to support railway or tramway track. There are also included switch ties, which are longer than sleepers, and bridge ties, which are wider and thicker and usually longer than sleepers.
It includes sawn sleepers, hewn sleepers, untreated and treated sleepers" ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.11" , "052.1" , "Tropical non-coniferous, sleepers, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Sleepers may be surface treated with insecticides, fungicides or impregnated with creosote or other substances for long-term preservation." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.19" , "052.1" , "Tropical non-coniferous, sleepers, n.e.c." ,   ,   ,   ,   ,   ,   , "Sleepers which are not treated with insecticides or fungicides nor impregnated." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.2" , "052." , "Tropical non-coniferous, sawnwood rough" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed. It may be green (undried) or dried.
It excludes sawn and hewn railway sleepers, wood shingles and sawn veneer sheets." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.21" , "052.2" , "Tropical non-coniferous, sawnwood rough, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed and which was treated with insecticides or fungicides for the purpose of protection. For long-term preservation they can be impregnated with creosote or other substances." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.29" , "052.2" , "Tropical non-coniferous, sawnwood rough, n.e.c." ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed and which was not treated for the purpose of protection." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.3" , "052." , "Tropical non-coniferous, sawnwood planed" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.31" , "052.3" , "Tropical non-coniferous, sawnwood planed, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed, which was not kiln- or air-dried but was treated with insecticides or fungicides for the purpose of protection. For long-term preservation they can be impregnated with creosote or other substances." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.31" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.39" , "052.3" , "Tropical non-coniferous, sawnwood planed, n.e.c." ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed, which was kiln- or air-dried but not treated for the purpose of protection." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.39" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "052.9" , "052." , "Tropical non-coniferous, other" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/052.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053." , "05" , "Other non-coniferous, sawnwood and sleepers" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.1" , "053." , "Other non-coniferous, sleepers" ,   ,   ,   ,   ,   ,   , "Railway or tramway sleepers are pieces of unplaned wood, of more or less rectangular section of the kind commonly used to support railway or tramway track. There are also included switch ties, which are longer than sleepers, and bridge ties, which are wider and thicker and usually longer than sleepers.
It includes sawn sleepers, hewn sleepers, untreated and treated sleepers" ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.11" , "053.1" , "Other non-coniferous, sleepers, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Sleepers may be surface treated with insecticides, fungicides or impregnated with creosote or other substances for long-term preservation." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.19" , "053.1" , "Other non-coniferous, sleepers, other" ,   ,   ,   ,   ,   ,   , "Sleepers which are not treated with insecticides or fungicides nor impregnated." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.2" , "053." , "Other non-coniferous, sawnwood rough" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed. It may be green (undried) or dried.
It excludes sawn and hewn railway sleepers, wood shingles and sawn veneer sheets." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.21" , "053.2" , "Other non-coniferous, sawnwood rough, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed and which was treated with insecticides or fungicides for the purpose of protection. For long-term preservation they can be impregnated with creosote or other substances." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.29" , "053.2" , "Other non-coniferous, sawnwood rough, other" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, not planed, sanded or finger-jointed and which was not treated for the purpose of protection." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.3" , "053." , "Other non-coniferous, sawnwood planed" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.31" , "053.3" , "Other non-coniferous, sawnwood planed, treated or impregnated" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed, which was not kiln- or air-dried but was treated with insecticides or fungicides for the purpose of protection. For long-term preservation they can be impregnated with creosote or other substances." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.31" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.39" , "053.3" , "Other non-coniferous, sawnwood planed, other" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise, and planed, sanded or finger-jointed, which was kiln- or air-dried but not treated for the purpose of protection." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.39" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "053.9" , "053." , "Other non-coniferous n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/053.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "06" ,   , "VENEER SHEETS" ,   ,   ,   ,   ,   ,   , "Thin sheets of wood of uniform thickness not exceeding 6 mm (excluding any reinforcing material), obtained by sawing, slicing or peeling (rotary cutting). Veneer sheets are used for the manufacture of plywood, laminated construction material, veneering furniture, veneer containers, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/06" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061." , "06" , "Decorative veneer sheets" ,   ,   ,   ,   ,   ,   , "Veneer sheets whose face veneer has an attractive appearance due to figure, colour, grain, lustre, etc. The sheets for veneering of fine highly grained woods used in cabinet making veneers are more often obtained by sawing or slicing." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.1" , "061." , "Decorative veneer sheets, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.11" , "061.1" , "Decorative veneer sheets, coniferous, for plywood (faces)" ,   ,   ,   ,   ,   ,   , "Decorative veneer sheets for the manufacture of plywood. Because of its specific decorative characteristics this material is usually used on the face of plywood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.19" , "061.1" , "Decorative veneer sheets, coniferous, for other purposes (facing of sawnwood, panel, furniture, etc.)" ,   ,   ,   ,   ,   ,   , "Decorative veneer sheets not intended for the manufacture of plywood. Possible uses are the veneering of furniture, sawnwood, or panels other than plywood, or marquetry and inlay work." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.2" , "061." , "Decorative veneer sheets, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.21" , "061.2" , "Decorative veneer sheets, tropical non-coniferous, for plywood (faces)" ,   ,   ,   ,   ,   ,   , "Decorative veneer sheets for the manufacture of plywood. Because of its specific decorative characteristics this material is usually used on the face of plywood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.29" , "061.2" , "Decorative veneer sheets, tropical non-coniferous, for other purposes (facing of sawnwood, panel, furniture, etc.)" ,   ,   ,   ,   ,   ,   , "Decorative veneer sheets not intended for the manufacture of plywood. Possible uses are the veneering of furniture, sawnwood, or panels other than plywood, or marquetry and inlay work." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.9" , "061." , "Other decorative veneer sheets" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.91" , "061.9" , "Other decorative veneer sheets, for plywood (faces)" ,   ,   ,   ,   ,   ,   , "Decorative veneer sheets for the manufacture of plywood. Because of its specific decorative characteristics this material is usually used on the face of plywood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.91" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "061.99" , "061.9" , "Other decorative veneer sheets, for other purposes (facing of sawnwood, panel, furniture, etc.)" ,   ,   ,   ,   ,   ,   , "Decorative veneer sheets not intended for the manufacture of plywood. Possible uses are the veneering of furniture, sawnwood, or panels other than plywood, or marquetry and inlay work." ,   , "https://stats.fao.org/classifications/FPCD/v2022/061.99" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "062." , "06" , "Non-decorative veneer sheets" ,   ,   ,   ,   ,   ,   , "Veneer sheets, usually peeled, without specific decorative characteristics. They are often used for the cores of plywood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/062." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "062.1" , "062." , "Non-decorative veneer sheets, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/062.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "062.11" , "062.1" , "Non-decorative veneer sheets, coniferous, for plywood (face and core material)" ,   ,   ,   ,   ,   ,   , "Non-decorative veneer sheets used for the manufacture of plywood. They may either be used in the core or for the face of those plywoods for which a face of decorative veneer sheets is not considered necessary. Woods used for the manufacture of plywood are generally cut by the peeling process." ,   , "https://stats.fao.org/classifications/FPCD/v2022/062.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "062.19" , "062.1" , "Non-decorative veneer sheets, coniferous, for other purposes (match boxes, violin, … )" ,   ,   ,   ,   ,   ,   , "Non-decorative veneer sheets not used for the manufacture of plywood. Included in this item are veneer sheets for match boxes, violins, cigar boxes, etc.
It excludes chipwood (subgroups 024.15, 024.95) which is used for plaiting or to make chip baskets, pill boxes, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/062.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
